street_name,price,area,air_conditioning,fridge,washing_machine,mezzanine,kitchen,wardrobe,bed,balcony,elevator,free_time,parking,district,month,latitude,longitude,dist_to_q1_km,district_median_price,is_hot_street,amenity_ratio
C18,6.0,18.0,1,1,1,0,1,0,1,0,0,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.45454545454545453
Lê Văn Chí,1.6,42.0,1,0,1,0,1,0,1,0,0,1,0,Thủ Đức,8,10.8510238,106.7548953,10.35199028747128,3.0,1,0.45454545454545453
Trịnh Thị Miếng,1.1,16.0,0,0,0,0,0,0,0,0,0,1,0,Huyện Hóc Môn,8,10.8777329,106.5760523,13.961071149624273,2.3,0,0.09090909090909091
Trần Văn Kỷ,3.6,15.0,0,1,1,0,1,0,1,0,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.36363636363636365
Hòa Bình,3.6,35.0,1,0,0,0,1,1,1,0,0,1,0,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.45454545454545453
Phan Huy Ích,5.0,35.0,1,1,1,0,1,1,0,0,1,1,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.6363636363636364
Số 3/2,2.5,12.0,0,0,0,0,0,1,1,1,0,1,0,Quận 11,8,10.7656343,106.647607,5.784932577661899,3.5,0,0.36363636363636365
Huỳnh Tấn Phát,2.2,15.0,0,0,0,0,0,0,0,0,0,0,0,Quận 7,8,10.7375669,106.7296597,5.3345166839116684,4.0,0,0.0
Số,3.3,20.0,1,0,0,0,0,0,0,0,1,1,0,Quận 7,8,10.7375669,106.7296597,5.3345166839116684,4.0,0,0.2727272727272727
Huỳnh Văn Nghệ,3.6,20.0,1,1,1,0,1,0,1,0,0,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.5454545454545454
Bạch Đằng,5.0,18.0,1,1,0,0,0,0,1,0,0,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.36363636363636365
Nguyễn Trãi,4.2,20.0,1,1,0,0,1,0,1,0,1,0,0,Quận 1,8,10.7753939,106.6996249,0.0,5.0,0,0.45454545454545453
Lý Chính Thắng,4.5,35.0,0,0,0,0,1,0,0,0,0,1,0,Quận 3,8,10.7788914,106.6869967,1.4331987175457273,4.5,0,0.18181818181818182
Trần Hưng Đạo,4.7,25.0,1,1,0,0,0,1,1,0,1,0,0,Quận 1,8,10.7753939,106.6996249,0.0,5.0,0,0.45454545454545453
C11/ Đưường Tân Túc,1.2,16.0,1,0,0,0,0,0,0,0,0,1,0,Huyện Bình Chánh,8,10.6950833,106.5909297,13.961071149624273,3.5,0,0.18181818181818182
Số,1.7,35.0,1,1,1,0,1,0,0,0,0,0,0,Quận 4,8,10.7607538,106.7070798,1.8202310306755016,3.5,0,0.36363636363636365
Quang Trung,4.9,40.0,1,1,0,0,1,1,1,0,1,1,1,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.7272727272727273
Lê Đức Thọ,4.5,30.0,1,1,0,0,1,1,1,0,1,1,1,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.7272727272727273
Nguyễn Cửu Đàm,4.6,30.0,1,0,1,0,0,0,0,1,1,0,1,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.45454545454545453
Đinh Bộ Lĩnh,5.4,36.0,1,0,0,0,0,0,0,0,1,0,1,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.2727272727272727
Lũy Bán Bích,5.6,35.0,0,0,0,0,0,0,0,0,1,0,0,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.09090909090909091
Thoại Ngọc Hầu,3.4,35.0,1,0,0,1,0,1,0,0,0,0,1,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.36363636363636365
Bình Trị Đông,4.4,35.0,0,0,1,0,0,0,0,0,0,0,1,Quận Bình Tân,8,10.7704159,106.5995401,10.946786715251639,3.0,1,0.18181818181818182
Xô Viết Nghệ Tĩnh,5.2,25.0,1,0,0,0,1,0,1,0,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.2727272727272727
Nguyễn Công Trứ,7.2,30.0,1,0,1,0,1,0,1,0,0,1,0,Quận 1,8,10.7753939,106.6996249,0.0,5.0,0,0.45454545454545453
Nguyễn Trung Trực,2.9,30.0,0,0,1,0,0,0,0,0,0,0,1,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.18181818181818182
Số 7a,3.5,25.0,1,0,0,0,0,0,0,0,0,1,0,Quận 11,8,10.7656343,106.647607,5.784932577661899,3.5,0,0.18181818181818182
/ Đưường Nguyễn Kiệm,7.3,38.0,0,0,1,0,1,0,0,1,0,0,0,Quận Phú Nhuận,8,10.8010601,106.6798946,3.5762603391364025,4.5,0,0.2727272727272727
Lê Đức Thọ,4.2,30.0,1,1,0,1,0,1,0,1,0,1,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.5454545454545454
Xô Viết Nghệ Tĩnh,5.8,40.0,0,0,0,0,0,0,0,1,1,1,1,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.36363636363636365
Đông Hưng Thuận 17,3.0,18.0,1,0,1,0,1,0,0,0,0,1,0,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.36363636363636365
Kha Vạn Cân,3.8,20.0,1,0,0,0,0,0,0,0,0,0,0,Thủ Đức,8,10.8510238,106.7548953,10.35199028747128,3.0,1,0.09090909090909091
4 Đưường Số 4,2.7,18.0,0,0,1,0,0,0,0,0,0,1,0,Thủ Đức,8,10.8510238,106.7548953,10.35199028747128,3.0,0,0.18181818181818182
Nguyễn Tư Giản,2.5,20.0,0,0,0,0,0,0,0,0,0,1,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.09090909090909091
Lý Thưường Kiệt,5.5,30.0,1,0,0,0,0,0,0,0,1,0,0,Quận 10,8,10.7725282,106.6682021,3.4472229926353735,4.5,0,0.18181818181818182
Cộng Hòa,5.7,42.0,1,1,1,0,1,0,1,0,1,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.6363636363636364
Bạch Đằng,5.5,35.0,0,0,0,0,0,0,0,0,0,1,1,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.18181818181818182
Số,1.4,16.0,1,0,0,0,1,0,1,0,1,0,0,Quận Bình Tân,8,10.7704159,106.5995401,10.946786715251639,3.0,0,0.36363636363636365
Thạnh Lộc 26,3.5,15.0,1,1,0,0,1,1,1,1,0,0,0,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.5454545454545454
H9 Đưường Quang Trung,3.5,25.0,1,0,0,0,1,1,1,1,0,0,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.45454545454545453
Phan Đăng Lưu,4.7,30.0,0,1,0,0,1,0,1,0,0,0,0,Quận Phú Nhuận,8,10.8010601,106.6798946,3.5762603391364025,4.5,0,0.2727272727272727
Huỳnh Tịnh Của,4.5,30.0,0,1,0,0,1,0,1,0,0,0,0,Quận 3,8,10.7788914,106.6869967,1.4331987175457273,4.5,0,0.2727272727272727
Phạm Ngũ Lão,4.5,30.0,1,0,1,0,0,0,1,0,0,0,1,Quận 1,8,10.7753939,106.6996249,0.0,5.0,0,0.36363636363636365
Trần Quang Khải,5.9,30.0,1,0,0,0,0,0,0,0,0,0,0,Quận 1,8,10.7753939,106.6996249,0.0,5.0,0,0.09090909090909091
Võ Văn Hát,4.4,30.0,1,1,0,0,1,1,1,1,0,1,0,Quận 9,8,10.8441928,106.7791529,11.574703424951835,3.3,1,0.6363636363636364
Số Đưường Võ Thị Liễu,3.5,20.0,1,1,1,0,1,0,1,0,0,0,0,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.45454545454545453
Võ Oanh,4.9,30.0,1,0,0,0,1,0,0,0,0,1,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.2727272727272727
Ung Văn Khiêm,4.0,30.0,0,0,0,0,0,0,0,1,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.09090909090909091
Văn Chung,5.5,24.0,1,0,0,0,0,0,0,1,0,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.18181818181818182
Nguyễn Thị Minh Khai,5.0,30.0,1,0,0,0,0,0,0,0,0,0,0,Quận 1,8,10.7753939,106.6996249,0.0,5.0,0,0.09090909090909091
Lý Chính Thắng,6.8,40.0,1,0,0,0,0,0,0,0,0,1,0,Quận 3,8,10.7788914,106.6869967,1.4331987175457273,4.5,0,0.18181818181818182
An Phú Đông 9,2.7,18.0,0,0,0,0,1,0,0,0,0,0,0,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.09090909090909091
Hòa Bình,4.6,25.0,1,1,1,0,1,1,1,0,0,1,1,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.7272727272727273
Lê Văn Quới,3.7,25.0,0,0,0,0,0,0,0,0,0,1,0,Quận Bình Tân,8,10.7704159,106.5995401,10.946786715251639,3.0,0,0.09090909090909091
Lê Thúc Hoạch,3.8,28.0,1,1,0,1,1,1,0,0,1,1,1,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.7272727272727273
Tây Thạnh,3.7,25.0,0,0,0,0,0,0,0,0,1,0,1,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.18181818181818182
Tân Quý,3.6,25.0,1,0,1,0,0,0,0,0,0,1,1,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.36363636363636365
Tân Thắng,3.6,25.0,0,0,0,0,0,0,0,0,1,1,0,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.18181818181818182
Cách Mạng Tháng Tám,3.3,30.0,0,0,1,0,0,0,1,0,0,1,0,Quận 10,8,10.7725282,106.6682021,3.4472229926353735,4.5,0,0.2727272727272727
Tây Sơn,2.6,15.0,0,0,0,1,0,0,0,0,0,1,0,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.18181818181818182
Phan Văn Trị,1.5,30.0,1,1,1,0,1,0,1,1,0,1,1,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.7272727272727273
Nguyễn Cửu Đàm,1.25,40.0,1,1,0,0,1,0,1,0,0,0,0,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.36363636363636365
Nguyễn Văn Linh,3.6,17.0,1,1,0,0,1,0,1,0,0,1,0,Quận 7,8,10.7375669,106.7296597,5.3345166839116684,4.0,0,0.45454545454545453
Lê Hồng Phong,4.2,31.0,1,0,0,0,0,0,0,0,0,0,0,Quận 10,8,10.7725282,106.6682021,3.4472229926353735,4.5,0,0.09090909090909091
Nguyễn Trãi,7.8,30.0,0,0,1,0,0,0,0,0,0,1,1,Quận 5,8,10.7558252,106.6683021,4.054910944499208,3.8,1,0.2727272727272727
Phan Kế Bính,6.0,25.0,0,0,0,0,0,0,0,0,0,0,0,Quận 1,8,10.7753939,106.6996249,0.0,5.0,0,0.0
Xô Viết Nghệ Tĩnh,4.5,28.0,0,0,0,0,0,0,0,0,1,0,1,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.18181818181818182
Nguyễn Trọng Tuyển,6.2,38.0,0,0,0,0,0,0,0,1,1,1,1,Quận Phú Nhuận,8,10.8010601,106.6798946,3.5762603391364025,4.5,0,0.36363636363636365
Xa Lộ Hà Nội,1.5,12.0,0,0,0,0,0,0,0,0,0,0,0,Quận 9,8,10.8441928,106.7791529,11.574703424951835,3.3,0,0.0
Phưường,4.5,35.0,0,0,1,0,0,0,0,0,0,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.18181818181818182
Cộng Hòa,4.5,30.0,0,0,1,0,0,0,0,0,0,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.18181818181818182
Hà Đặc,4.0,42.0,1,0,0,0,0,0,0,0,0,1,0,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.18181818181818182
Quốc Lộ 13,4.8,25.0,0,0,0,0,0,0,0,0,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.0
Đinh Bộ Lĩnh,6.5,35.0,0,0,0,0,0,0,0,1,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.09090909090909091
Dương Bá Trạc Phưường 02,1.5,23.0,0,0,0,0,0,0,0,0,0,0,0,Quận 8,8,10.7211158,106.6292079,9.777699913085529,3.8,0,0.0
Sư Vạn Hạnh,1.7,10.0,1,1,1,0,1,0,1,0,0,0,0,Quận 10,8,10.7725282,106.6682021,3.4472229926353735,4.5,0,0.45454545454545453
Nguyễn Thị Minh Khai,6.5,30.0,1,1,1,0,0,1,1,0,0,0,0,Quận 3,8,10.7788914,106.6869967,1.4331987175457273,4.5,0,0.45454545454545453
Trường Chinh,3.9,28.0,0,0,0,0,0,0,0,0,0,0,0,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.0
Chu Văn An,5.4,30.0,0,0,0,0,0,0,0,0,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.0
Nguyễn Văn Quá,3.0,30.0,1,0,1,0,1,0,1,1,0,0,0,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.45454545454545453
Âu Cơ,2.0,25.0,1,1,1,0,1,0,1,0,0,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.5454545454545454
Sư Vạn Hạnh,2.4,12.0,1,0,1,0,0,0,0,0,0,0,0,Quận 5,8,10.7558252,106.6683021,4.054910944499208,3.8,0,0.18181818181818182
Nguyễn Sỹ Sách,4.5,35.0,0,0,1,0,1,0,0,0,1,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.2727272727272727
Trường Chinh,2.9,20.0,0,0,1,0,0,0,0,0,1,1,1,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.36363636363636365
Thống Nhất,3.5,25.0,1,0,0,0,1,0,0,0,0,0,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.18181818181818182
Hà Huy Giáp,3.9,30.0,1,0,0,0,0,0,1,0,0,0,0,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.18181818181818182
Hoàng Bật Đạt,3.6,20.0,0,0,1,0,0,0,0,0,1,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.2727272727272727
Quốc Lộ,5.1,30.0,1,0,0,0,0,0,0,1,0,1,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.2727272727272727
Số,3.2,29.0,0,0,1,0,0,0,0,0,1,0,0,Quận Bình Tân,8,10.7704159,106.5995401,10.946786715251639,3.0,0,0.18181818181818182
Lý Chiêu Hoàng,4.0,39.0,1,0,1,0,1,1,0,1,0,1,0,Quận 6,8,10.7458901,106.6391994,7.371171471389253,3.6,1,0.5454545454545454
Hương Lộ,3.9,38.0,1,1,1,0,1,0,0,0,0,0,0,Quận Bình Tân,8,10.7704159,106.5995401,10.946786715251639,3.0,0,0.36363636363636365
Cách Mạng Tháng Tám,4.5,27.0,1,0,0,1,1,0,1,0,0,0,0,Quận 3,8,10.7788914,106.6869967,1.4331987175457273,4.5,0,0.36363636363636365
Hà Huy Giáp,4.0,25.0,1,0,1,0,0,0,0,0,1,0,0,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.2727272727272727
Vạn Kiếp,2.9,18.0,1,1,1,0,1,0,0,0,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.36363636363636365
Nguyễn Sỹ Sách,3.8,30.0,1,1,0,0,1,0,0,0,0,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.2727272727272727
Lê Lợi,3.5,20.0,1,0,0,0,0,1,1,1,0,1,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,1,0.45454545454545453
Cống Quỳnh,1.8,40.0,1,1,0,0,1,0,1,0,0,1,0,Quận 1,8,10.7753939,106.6996249,0.0,5.0,0,0.45454545454545453
Lê Lai,4.0,30.0,1,0,0,0,0,0,0,0,0,0,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.09090909090909091
Nguyễn Đức Thuận,2.0,23.0,0,0,0,1,0,0,0,0,0,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.09090909090909091
Nguyễn Văn Nghi,1.6,35.0,1,1,1,0,1,0,1,0,0,1,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.5454545454545454
Kinh Dương Vương,3.2,36.0,0,0,0,0,0,0,0,0,0,0,0,Quận Bình Tân,8,10.7704159,106.5995401,10.946786715251639,3.0,0,0.0
Hồng Bàng,4.3,38.0,1,0,1,0,1,1,1,1,0,1,0,Quận 11,8,10.7656343,106.647607,5.784932577661899,3.5,0,0.6363636363636364
Số,3.2,39.0,1,0,0,0,0,0,0,0,0,1,0,Quận Bình Tân,8,10.7704159,106.5995401,10.946786715251639,3.0,0,0.18181818181818182
Gò Xoài,3.0,29.0,0,0,0,0,0,0,0,0,0,0,0,Quận Bình Tân,8,10.7704159,106.5995401,10.946786715251639,3.0,0,0.0
Đinh Bộ Lĩnh,1.5,35.0,1,1,1,0,1,0,1,0,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.45454545454545453
Vườn Lài,5.0,42.0,0,0,0,0,0,0,0,0,0,0,0,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.0
Bùi Tư Toàn,2.2,25.0,1,0,0,1,0,0,0,0,0,0,0,Quận Bình Tân,8,10.7704159,106.5995401,10.946786715251639,3.0,0,0.18181818181818182
Phan Văn Trị,3.8,25.0,1,1,0,0,1,0,1,0,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.36363636363636365
Bạch Đằng,6.5,40.0,1,1,0,0,1,0,1,0,1,0,1,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.5454545454545454
Phưường Cát Lái,4.2,30.0,0,0,0,0,0,0,0,1,1,1,1,Quận 2,8,10.7912168,106.7619557,7.032141129098322,4.2,0,0.36363636363636365
Cách Mạng Tháng Tám,3.9,20.0,0,0,0,0,1,0,0,0,1,1,0,Quận 10,8,10.7725282,106.6682021,3.4472229926353735,4.5,0,0.2727272727272727
Cách Mạng Tháng Tám,4.2,30.0,0,0,1,0,0,0,0,0,1,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.2727272727272727
Hoàng Hoa Thám,5.0,30.0,1,0,0,0,0,0,0,0,1,1,1,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.36363636363636365
Nguyễn Kiệm,4.3,30.0,1,1,1,1,1,0,1,1,0,1,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.7272727272727273
Trần Mai Ninh,4.5,28.0,0,0,0,0,0,0,0,1,0,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.09090909090909091
Tự Lập,4.1,25.0,1,1,0,1,1,0,1,0,0,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.5454545454545454
Cộng Hòa,4.9,42.0,1,1,1,0,1,0,1,1,0,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.5454545454545454
Lê Hồng Phong,4.2,31.0,1,0,0,0,0,0,0,0,0,0,0,Quận 10,8,10.7725282,106.6682021,3.4472229926353735,4.5,0,0.09090909090909091
Lê Đức Thọ,4.4,35.0,1,1,0,0,1,1,1,0,0,0,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.45454545454545453
Hoàng Sa,5.5,25.0,1,0,0,0,0,0,0,0,0,0,0,Quận 3,8,10.7788914,106.6869967,1.4331987175457273,4.5,0,0.09090909090909091
Cách Mạng Tháng Tám,6.0,38.0,1,0,0,0,1,0,1,1,0,0,0,Quận 10,8,10.7725282,106.6682021,3.4472229926353735,4.5,0,0.36363636363636365
Cách Mạng Tháng Tám,5.0,26.0,0,0,0,0,0,0,0,0,1,0,0,Quận 10,8,10.7725282,106.6682021,3.4472229926353735,4.5,0,0.09090909090909091
Nguyễn Giản Thanh,1.2,42.0,0,1,0,0,1,0,1,0,0,0,0,Quận 10,8,10.7725282,106.6682021,3.4472229926353735,4.5,0,0.2727272727272727
Phạm Văn Chiêu,3.0,18.0,1,0,1,1,0,0,0,0,0,0,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.2727272727272727
Nguyễn Sỹ Sách,2.3,18.0,0,0,0,0,0,0,0,0,0,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.0
Số,4.5,20.0,1,0,1,0,1,1,0,0,1,0,0,Quận 7,8,10.7375669,106.7296597,5.3345166839116684,4.0,0,0.45454545454545453
Dương Bá Trạc,2.0,22.0,0,0,0,1,0,0,0,1,0,1,0,Quận 8,8,10.7211158,106.6292079,9.777699913085529,3.8,0,0.2727272727272727
Số 1,2.0,15.0,0,0,0,0,0,0,0,0,0,0,0,Quận 7,8,10.7375669,106.7296597,5.3345166839116684,4.0,0,0.0
Lê Thị Chợ,3.2,30.0,0,0,0,0,0,0,0,0,0,0,0,Quận 7,8,10.7375669,106.7296597,5.3345166839116684,4.0,0,0.0
Phan Văn Trị,1.5,25.0,1,0,0,0,0,0,0,1,0,1,0,Quận 5,8,10.7558252,106.6683021,4.054910944499208,3.8,0,0.2727272727272727
Đinh Bộ Lĩnh,5.7,40.0,1,0,0,0,0,0,0,0,1,1,1,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.36363636363636365
Phùng Chí Kiên,3.8,35.0,1,0,0,0,1,0,0,0,0,1,0,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.2727272727272727
Võ Văn Kiệt,4.8,28.0,1,0,1,0,0,0,0,1,1,1,0,Quận 5,8,10.7558252,106.6683021,4.054910944499208,3.8,0,0.45454545454545453
Hà Huy Giáp,3.9,22.0,0,0,0,0,0,0,0,0,0,0,0,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,0,0.0
Hà Thị Khiêm,3.9,25.0,1,0,1,0,0,0,0,1,1,0,1,Quận 12,8,10.8612653,106.6642083,10.30222218105053,3.0,1,0.45454545454545453
Lê Quốc Hưng,1.7,30.0,1,1,1,0,1,0,1,0,0,0,0,Quận 4,8,10.7607538,106.7070798,1.8202310306755016,3.5,0,0.45454545454545453
Bạch Đằng,4.2,30.0,0,0,0,0,0,0,0,0,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.0
Điện Biên Phủ,6.0,34.0,1,0,0,0,0,0,0,0,1,1,1,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.36363636363636365
Chu Văn An,5.1,34.0,0,0,1,0,0,0,0,0,1,1,1,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.36363636363636365
Phan Sào Nam,5.0,30.0,0,0,0,0,0,0,0,1,0,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.18181818181818182
Đưường,3.3,25.0,0,0,0,0,0,0,0,0,0,1,1,Quận Bình Tân,8,10.7704159,106.5995401,10.946786715251639,3.0,0,0.18181818181818182
Hòa Bình,3.8,25.0,1,0,1,0,1,1,0,0,1,1,0,Quận Tân Phú,8,10.7918681,106.6277515,8.06170727164738,3.6,0,0.5454545454545454
Hoàng Bật Đạt,3.0,25.0,0,0,1,0,0,0,0,0,1,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.2727272727272727
Nhất Chi Mai,4.5,40.0,1,1,0,1,1,0,1,0,0,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.45454545454545453
Trường Chinh,4.5,30.0,0,0,0,0,0,0,0,1,0,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.09090909090909091
Nguyễn Thiện Thuật,3.35,16.0,0,0,0,0,0,0,1,0,0,0,0,Quận 3,8,10.7788914,106.6869967,1.4331987175457273,4.5,0,0.09090909090909091
Trần Hưng Đạo,4.5,25.0,1,1,1,0,1,0,1,0,0,1,0,Quận 1,8,10.7753939,106.6996249,0.0,5.0,0,0.5454545454545454
Nguyễn Xí,3.8,20.0,1,1,0,0,0,1,1,0,0,1,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.45454545454545453
Bùi Quang Là,3.5,27.0,1,0,1,0,1,1,0,0,0,0,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.36363636363636365
Số 19,5.0,30.0,1,1,0,0,1,1,1,0,0,1,0,Quận 2,8,10.7912168,106.7619557,7.032141129098322,4.2,0,0.5454545454545454
Xô Viết Nghệ Tĩnh,3.5,15.0,0,0,0,0,1,0,0,0,0,0,0,Quận Bình Thạnh,8,10.812271,106.7040393,4.128798019662786,4.8,0,0.09090909090909091
Nguyễn Phúc Chu,3.0,25.0,1,0,1,0,1,0,0,0,0,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.36363636363636365
Lê Văn Sỹ,3.6,30.0,0,0,0,0,0,0,0,0,1,0,1,Quận Phú Nhuận,8,10.8010601,106.6798946,3.5762603391364025,4.5,0,0.18181818181818182
Hai Bà Trưng,5.8,42.0,0,1,1,0,1,1,0,1,0,1,0,Quận 1,8,10.7753939,106.6996249,0.0,5.0,0,0.5454545454545454
Tôn Thất Thuyết,5.0,35.0,1,1,0,0,0,0,1,0,1,0,0,Quận 4,8,10.7607538,106.7070798,1.8202310306755016,3.5,1,0.36363636363636365
Phan Văn Trị,3.6,25.0,0,0,0,0,0,0,0,0,0,0,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.0
Bạch Đằng,4.0,25.0,1,0,0,0,0,0,0,0,1,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.2727272727272727
Huỳnh Khương An,1.4,30.0,0,0,1,0,1,0,1,0,1,1,0,Quận Gò Vấp,8,10.8352617,106.6740588,7.218946055948861,3.6,0,0.45454545454545453
Quách Văn Tuấn,1.5,30.0,1,0,1,0,1,0,1,0,0,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.45454545454545453
Lý Thưường Kiệt,3.7,30.0,1,0,0,0,0,0,0,0,0,1,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.18181818181818182
Bạch Đằng,4.5,25.0,1,0,0,0,0,0,0,0,0,0,0,Quận Tân Bình,8,10.8030931,106.6523519,6.012418782951292,4.0,0,0.09090909090909091
